Questions,OK,OK,OK,OK,Ok,OK,We can put volumes?,OK,OK,OK,OK,OK,OK,OK,"In this case, We need to use the generic degree abbreviation or We can more specific? Do you have some list of official abbreviations?",What is the correct number for El Colegio de México? 2063 or 2069,We can insert the Research Centers?,OK,OK,OK
,0,0,Y,primary,Sánchez Gómez,Martha Judith,285,doctoral,ECM01:990003129690302716,no,Comunidades sin límites territoriales: estudio sobre la reproducción de la identidad étnica de migrantes zapotecas asentados en el área Metropolitana de la ciudad de México,1995,,SP,doctoral,,El Colegio de México. Centro de Estudios Sociológicos,D,PDF,snchez_mJu_000286770.pdf
,0,0,Y,primary,Terán,Marta,524,doctoral,ECM01:990003006930302716,no,Muera el mal gobierno!: las reformas borbónicas en los pueblos michoacanos y el levantamiento indígena de 1810,1995,,SP,doctoral,,El Colegio de México. Centro de Estudios Históricos,D,PDF,tern_m_000287400.pdf
,0,0,Y,primary,Mayer Celis,Leticia,253,doctoral,ECM01:990003111550302716,no,"Estadística y comunidad científica en México, 1826-1848: entre el infierno de una realidad y el cielo de un imaginario",1995,,SP,doctoral,,El Colegio de México. Centro de Estudios Históricos,D,PDF,mayer_ll_000285950.pdf
,0,0,Y,primary,Avendaño Rojas,Xiomara del Carmen,"ix, 268 ",doctoral,ECM01:990003112910302716,no,"Procesos electorales y clase política en la Federación de Centroamérica, 1810-1840",1995,,SP,doctoral,,El Colegio de México. Centro de Estudios Históricos,D,PDF,avendao_xdelc_000285874.pdf
,0,0,Y,primary,Hernández Silva,Héctor Cuauhtémoc,219,doctoral,ECM01:990002985900302716,no,"Las élites regionales y la formación del estado de Sonora, 1790-1831",1995,,SP,doctoral,,El Colegio de México. Centro de Estudios Históricos,D,PDF,hernndez_hc_000285928.pdf
,0,0,Y,primary,Gutiérrez Alvarez,Coralia,"ix, 556 ",doctoral,ECM01:990003111420302716,no,"El conflicto social en la industria textil: empresarios y obreros de Puebla-Tlaxcala, 1892-1914",1995,,SP,doctoral,,El Colegio de México. Centro de Estudios Históricos,D,PDF,gutirrez_c_000285920.pdf
,0,0,Y,primary,Cruz Burguete,Jorge Luis,435,doctoral,ECM01:990003111500302716,no,La reconstruccion de las identidades étnicas entre los chujes de Chiapas,1995,,SP,doctoral,,El Colegio de México. Centro de Estudios Sociológicos,D,PDF,cruz_Jl_000285886.pdf
,0,0,Y,primary,Rocha Rivero,Gloria Isabel,383,doctoral,ECM01:990003024430302716,no,Las representaciones sociales de la enfermedad: una mirada sociológica a la perspectiva lega,1995,,SP,doctoral,,El Colegio de México. Centro de Estudios Sociológicos,D,PDF,rocha_gi_000285970.pdf
,0,0,Y,primary,Matesanz,José Antonio,692,doctoral,ECM01:990003129730302716,no,"México ante la guerra civil española, 1936-1939",1995,,SP,doctoral,,El Colegio de México. Centro de Estudios Históricos,D,PDF,matesanz_ja_000370569.pdf
,0,0,Y,primary,Padilla Arroyo,Antonio,"xvi, 476 ",doctoral,ECM01:9900003ECM01:99160302716,no,"Criminalidad, cárceles y sistema penitenciario en México, 1876-1910",1995,,SP,doctoral,,El Colegio de México. Centro de Estudios Históricos,D,PDF,padilla_a_000279548.pdf
,0,0,Y,primary,Sol Tlachi,José Manuel,2 volumes,doctoral,ECM01:990003013360302716,no,Poesía completa,1995,,SP,doctoral,,El Colegio de México. Centro de Estudios Lingüísticos y Literarios,D,PDF,sol_Jm_000285906.pdf
,0,0,Y,primary,Walde Moheno,Lillian von der,607,doctoral,ECM01:990002976480302716,no,"Grisel y Mirabella, de Juan de Flores",1995,,SP,doctoral,,El Colegio de México. Centro de Estudios Lingüísticos y Literarios,D,PDF,walde_l_000303093.pdf
,0,0,Y,primary,Reyes Trigos,Claudia,299,doctoral,ECM01:990003262350302716,no,Narrar a los seis años: algunas características de las narraciones producidas por niños de la Ciudad de Monterrey,1996,,SP,doctoral,,El Colegio de México. Centro de Estudios Lingüísticos y Literarios,D,PDF,reyes_c_000273861.pdf
,0,0,Y,primary,Misawa,Takehiro,"viii, 562 ",doctoral,ECM01:990003188330302716,no,Familia como institución de seguridad transgeneracional: reproducción social y cultural de los descendientes japoneses en México,1996,,SP,doctoral,,El Colegio de México. Centro de Estudios Demográficos y de Desarrollo Urbano,D,PDF,misawa_t_000273847.pdf
,0,0,Y,primary,Lara Rivero,Arturo Angel,"x, 312 ",doctoral,ECM01:990003157180302716,no,"Competitividad, cambio tecnológico y demanda cualitativa de fuerza de trabajo en la maquiladora de exportación: el caso de las empresas japonesas en el sector electrónico de la televisión",1996,,SP,doctoral,,El Colegio de México. Centro de Estudios Demográficos y de Desarrollo Urbano,D,PDF,lara_aa_000273157.pdf
,0,0,Y,primary,García Castro,Leopoldo René,"x, 353 ",doctoral,ECM01:990003257010302716,no,"Los pueblos otomianos: una continuidad convenida, siglos XV-XVII",1996,,SP,doctoral,,El Colegio de México. Centro de Estudios Históricos,D,PDF,garca_lr_000273149.pdf
,0,0,Y,primary,Souto Mantecón,Matilde,"xxi, 367 ",doctoral,ECM01:990003262340302716,no,"La política y el comercio de una corporación tardía: el Consulado de Veracruz, 1781-1824",1996,,SP,doctoral,,El Colegio de México. Centro de Estudios Históricos,D,PDF,souto_m_000273875.pdf
,0,0,Y,primary,Santos Zertuche,Francisco José,2 volumes,doctoral,ECM01:990003226200302716,no,"Señorío, dinero y arquitectura: El Palacio de la Inquisición de México, 1571-1820",1996,,SP,doctoral,,El Colegio de México. Centro de Estudios Históricos,D,PDF,santos_fj_000273873.pdf
,0,0,Y,primary,Bogard,Sergio,314,doctoral,ECM01:990003188300302716,no,Hacia una gramática de los verbos psicológicos del español,1996,,SP,doctoral,,El Colegio de México. Centro de Estudios Lingüísticos y Literarios,D,PDF,bogard_se_000273135.pdf
,0,0,Y,primary,Lindón,Alicia Marta,2 volumes,doctoral,ECM01:990003261070302716,no,El trabajo y la vida cotidiana: los modos de vida urbanos en El Valle de Chalco,1996,,SP,doctoral,,El Colegio de México. Centro de Estudios Sociológicos,D,PDF,lindn_am_000273161.pdf
,0,0,Y,primary,Zárate Toscano,Verónica,"xiv, 551 ",doctoral,ECM01:990003195480302716,no,"Los nobles ante la muerte en México: actitudes, ceremonias y memoria, 1750-1850",1996,,SP,doctoral,,El Colegio de México. Centro de Estudios Históricos,D,PDF,zarate_v_000273883.pdf
,0,0,Y,primary,Salazar Cruz,Clara,"vii, 287 ",doctoral,ECM01:990003234400302716,no,El manejo cotidiano del espacio en la zona Metropolitana de la ciudad de México: las prácticas en los hogares de colonias populares periféricas,1996,,SP,doctoral,,El Colegio de México. Centro de Estudios Demográficos y de Desarrollo Urbano,D,PDF,salazar_ce_000273871.pdf
,0,0,Y,primary,Rodríguez Gómez Guerra,Roberto Angel,2 volumes,doctoral,ECM01:990003207500302716,no,Educación superior y desigualdad social: un estudio sobre las determinaciones sociales y académicas de las trayectorias escolares en la Universidad Nacional Autónoma de México,1996,,SP,doctoral,,El Colegio de México. Centro de Estudios Sociológicos,D,PDF,rodrguez_ra_000273865.pdf
,0,0,Y,primary,Palafox,Eloísa,"v, 236 ",doctoral,ECM01:990003195500302716,no,"Las éticas de la fábula: sobre los usos ejemplares del relato didáctico en tres textos medievales españoles, Los castigos é documentos del Rey don Sancho IV, El conde Lucanor y el Libro de buen amor",1996,,SP,doctoral,,El Colegio de México. Centro de Estudios Lingüísticos y Literarios,D,PDF,palafox_e_000273857.pdf
,0,0,Y,primary,Silva Riquer,Jorge,536,doctoral,ECM01:990003413280302716,no,"Producción agropecuaria y mercados regionales en Michoacán, siglo XVIII",1997,,SP,doctoral,,El Colegio de México. Centro de Estudios Históricos,D,PDF,silva_J_000263757.pdf
,0,0,Y,primary,Alfonso Vega,Milagros,"vii, 360 ",doctoral,ECM01:990003431360302716,no,Construcciones causativas de infinitivo en el español medieval: estructura y evolución,1997,,SP,doctoral,,El Colegio de México. Centro de Estudios Lingüísticos y Literarios,D,PDF,alfonso_m_000263453.pdf
,0,0,Y,primary,Sheridan Prieto,Cecilia,470,doctoral,ECM01:990003385930302716,no,"Formación y ocupación española de la provincia de Coahuila, siglos XVI-XVIII",1997,,SP,doctoral,,El Colegio de México. Centro de Estudios Históricos,D,PDF,sheridan_c_000263755.pdf
,0,0,Y,primary,Rodríguez Centeno,Mabel M.,466,doctoral,ECM01:990003413300302716,no,"Paisaje agrario y sociedad rural: tenencia de la tierra y caficultura en Córdoba, Veracruz, 1870-1940",1997,,SP,doctoral,,El Colegio de México. Centro de Estudios Históricos,D,PDF,rodrguez_mm_000263537.pdf
,0,0,Y,primary,Valle Pavón,Guillermina del,647,doctoral,ECM01:990003334340302716,no,"El Consulado de comerciantes de la Ciudad de México y las finanzas novohispanas, 1592-1827",1997,,SP,doctoral,,El Colegio de México. Centro de Estudios Históricos,D,PDF,valle_gdel_000263763.pdf
,0,0,Y,primary,O Martínez,María Eugenia de la,536,doctoral,ECM01:990003318840302716,no,"Y por eso se llaman maquilas: la configuración de las relaciones laborales en la modernización, cuatro estudios de plantas electrónicas en Ciudad Juárez, Chihuahua",1997,,SP,doctoral,,El Colegio de México. Centro de Estudios Sociológicos,D,PDF,o_medela_000263525.pdf
,0,0,Y,primary,Hernández Bringas,Héctor Hiram,288,doctoral,ECM01:990003408670302716,no,La mortalidad infantil en México durante los años de crisis,1997,,SP,doctoral,,El Colegio de México. Centro de Estudios Demográficos y de Desarrollo Urbano,D,PDF,hernndez_hh_000263497.pdf
,0,0,Y,primary,Maya Sotomayor,Teresa Yolanda,"viii, 399 ",doctoral,ECM01:990003415350302716,no,"Reconstruir la iglesia: el modelo eclesial del episcopado novohispano, 1765-1804",1997,,SP,doctoral,,El Colegio de México. Centro de Estudios Históricos,D,PDF,maya_ty_000263515.pdf
,0,0,Y,primary,Joseph,Fritz Pierre,"viii, 321 ",doctoral,ECM01:990003338430302716,no,La presencia de la mujer haitiana en el mercado laboral: sus dinámicas y características entre 1950 y 1982,1997,,SP,doctoral,,El Colegio de México. Centro de Estudios Demográficos y de Desarrollo Urbano,D,PDF,joseph_fp_000263505.pdf
,0,0,Y,primary,Ariza,Marina.,2 volumes,doctoral,ECM01:990003282030302716,no,"Migración, trabajo y género: la migración femenina en República Dominicana, una aproximación macro y micro social",1997,,SP,doctoral,,El Colegio de México. Centro de Estudios Sociológicos,D,PDF,ariza_me_000263455.pdf
,0,0,Y,primary,Pacheco Rojas,José de la Cruz,"xxiii, 340 ",doctoral,ECM01:990003413320302716,no,"Misión y educación: los jesuitas en Durango, 1596-1767",1997,,SP,doctoral,,El Colegio de México. Centro de Estudios Históricos,D,PDF,pacheco_jdelac_000263527.pdf
,0,0,Y,primary,Bobes,Velia Cecilia,343,doctoral,ECM01:990003403580302716,no,Cuba: cultura política y cambio social en los noventa,1997,,SP,doctoral,,El Colegio de México. Centro de Estudios Sociológicos,D,PDF,bobes_vc_000263459.pdf
,0,0,Y,primary,Vega Armijo,María de las Mercedes de,"xvi, 580 ",doctoral,ECM01:990003390590302716,no,"Los dilemas de la organización autónoma: Zacatecas, 1808-1835",1997,,SP,doctoral,,El Colegio de México. Centro de Estudios Históricos,D,PDF,vega_mdelasmde_000263765.pdf
,0,0,Y,primary,Rodríguez Solera,Carlos Rafael,432,doctoral,ECM01:990003411020302716,no,Los efectos del ajuste: estratificación y movilidad ocupacional en Costa Rica en el periodo 1950-1995,1997,,SP,doctoral,,El Colegio de México. Centro de Estudios Sociológicos,D,PDF,rodrguez_cr_000263539.pdf
,0,0,Y,primary,León,Emma,"352, [26] ",doctoral,ECM01:990003278770302716,no,Donde se acuesta el sol: usos y discursos de la vida diaria,1997,,SP,doctoral,,El Colegio de México. Centro de Estudios Sociológicos,D,PDF,len_emma_000263507.pdf
,0,0,Y,primary,Tenorio,Martha Lilia,"iv, 419 ",doctoral,ECM01:990003278760302716,no,Los villancicos de Sor Juana Inés de la Cruz,1997,,SP,doctoral,,El Colegio de México. Centro de Estudios Lingüísticos y Literarios,D,PDF,tenorio_ml_000263761.pdf
,0,0,Y,primary,Gutiérrez González,Adriana,237,doctoral,ECM01:990003377000302716,no,Génesis y función de los heterónimos apócrifos de Antonio Machado,1997,,SP,doctoral,,El Colegio de México. Centro de Estudios Lingüísticos y Literarios,D,PDF,gutirrez_a_000263493.pdf
,0,0,Y,primary,Gambrill Ruppert,Mónica Claire,408,doctoral,ECM01:990003376980302716,no,"La política laboral de las maquiladoras antes y después del Tratado de Libre Comercio: estudio del caso de Tijuana, Baja California",1997,,SP,doctoral,,El Colegio de México. Centro de Estudios Sociológicos,D,PDF,gambrill_mc_000263483.pdf
,0,0,Y,primary,Ortega,José Marcos,"x, 450 ",doctoral,ECM01:990003448930302716,no,Estudio neurolingüístico de procesos léxicos: potenciales relacionados a eventos de mapeo eléctrico cerebral,1998,,SP,doctoral,,El Colegio de México. Centro de Estudios Lingüísticos y Literarios,D,PDF,ortega_Jm_000247222.pdf
,0,0,Y,primary,Molina del Villar,América,331,doctoral,ECM01:990003519650302716,no,"La propagación del matlazahuatl: espacio y sociedad en la Nueva España, 1736-1746",1998,,SP,doctoral,,El Colegio de México. Centro de Estudios Históricos,D,PDF,molina_a_000247214.pdf
,0,0,Y,primary,Contreras Montellano,Óscar F,"xii, 391 ",doctoral,ECM01:990003519670302716,no,"Las maquiladoras en Tijuana: mercado de trabajo, producción flexible y aprendizaje industrial",1998,,SP,doctoral,,El Colegio de México. Centro de Estudios Sociológicos,D,PDF,contreras_of_000247000.pdf
,0,0,Y,primary,Tío Vallejo,Gabriela,"226, [3] ",doctoral,ECM01:990003524210302716,no,"La construcción del espacio político entre la reforma y la revolución. Tucumán, 1770-1824",1998,,SP,doctoral,,El Colegio de México. Centro de Estudios Históricos,D,PDF,to_g_000247244.pdf
,0,0,Y,primary,Serrano Ortega,José Antonio,482,doctoral,ECM01:990003475540302716,no,"Votos, contribuciones y milicias en Guanajuato, 1810-1836",1998,,SP,doctoral,,El Colegio de México. Centro de Estudios Históricos,D,PDF,serrano_Ja_000247236.pdf
,0,0,Y,primary,Guerra Manzo,Enrique,397,doctoral,ECM01:990003475560302716,no,"Los intermediarios políticos y la reconstrucción del poder local en Michoacán, 1920-1940",1998,,SP,doctoral,,El Colegio de México. Centro de Estudios Sociológicos,D,PDF,guerra_e_000247190.pdf
,0,0,Y,primary,Torregrosa Armentia,María Luisa,"v, 335 ",doctoral,ECM01:990003443980302716,no,Modernización del campo y crisis de las identidades sociales tradicionales en México: un estudio de los distritos de riego,1998,,SP,doctoral,,El Colegio de México. Centro de Estudios Sociológicos,D,PDF,torregrosa_ml_000247240.pdf
,0,0,Y,primary,Vernik,Esteban Jorge,290,doctoral,ECM01:990003440410302716,no,Mirando los políticos por TV: una exploración en la recepción del discurso político televisivo,1998,,SP,doctoral,,El Colegio de México. Centro de Estudios Sociológicos,D,PDF,vernik_ej_000264031.pdf
,0,0,Y,primary,Fonte,Irene,4 volumes,doctoral,ECM01:990003523460302716,no,Cuba 1906-1921: versiones de la nación en el discurso periodístico,1998,,SP,doctoral,,El Colegio de México. Centro de Estudios Lingüísticos y Literarios,D,PDF,fonte_li_000247180.pdf
,0,0,Y,primary,Martínez Baracs,Andrea Guadalupe,346,doctoral,ECM01:990003519630302716,no,"El gobierno indio de la Tlaxcala colonial, 1521-1700",1998,,SP,doctoral,,El Colegio de México. Centro de Estudios Históricos,D,PDF,martnez_ag_000247208.pdf
,0,0,Y,primary,Dávila Mendoza,Dora Teresa,"xxx, 407 ",doctoral,ECM01:990003519040302716,no,"Hasta que la muerte nos separe: el divorcio eclesiástico en el arzobispado de México, 1702-1800",1998,,SP,doctoral,,El Colegio de México. Centro de Estudios Históricos,D,PDF,davila_dt_000247006.pdf
,0,0,Y,primary,Pani Bano,Erika Gabriela,431,doctoral,ECM01:990003419530302716,no,Para nacionalizar el segundo imperio: el imaginario político de los imperialistas,1998,,SP,doctoral,,El Colegio de México. Centro de Estudios Históricos,D,PDF,pani_eg_000247224.pdf
,0,0,Y,primary,Munguía Zatarain,Martha Elena,"xi, 358 ",doctoral,ECM01:990004084770302716,no,Hacia una poética del cuento hispanoamericano,1998,,SP,doctoral,,El Colegio de México. Centro de Estudios Lingüísticos y Literarios,D,PDF,mungua_me_000247216.pdf
,0,0,Y,primary,Díaz Amador,María del Carmen,353,doctoral,ECM01:990003443960302716,no,La producción social de la ciudadanía política en México,1998,,SP,doctoral,,El Colegio de México. Centro de Estudios Sociológicos,D,PDF,daz_mdelc_000247008.pdf
,0,0,Y,primary,Karageorgou-Bastea,Christina,"viii, 328 ",doctoral,ECM01:990003522060302716,no,La arquitectónica del yo lírico: creación y representación de mundo en el Poema del cante jondo de Federico García Lorca,1998,,SP,doctoral,,El Colegio de México. Centro de Estudios Lingüísticos y Literarios,D,PDF,karageorgou_c_000247202.pdf
,0,0,Y,primary,Flores Esquivel,Enrique Alberto,197,doctoral,ECM01:990003447750302716,no,La imagen desollada: una lectura del Segundo sueño,1998,,SP,doctoral,,El Colegio de México. Centro de Estudios Lingüísticos y Literarios,D,PDF,flores_ea_000247012.pdf
,0,0,Y,primary,García Peña,Lilia Leticia,173,doctoral,ECM01:990003441690302716,no,Intertextualidad e historia en Palinuro de México,1998,,SP,doctoral,,El Colegio de México. Centro de Estudios Lingüísticos y Literarios,D,PDF,garca_ll_000247186.pdf
,0,0,Y,primary,Speckman Guerra,Elisa,501,doctoral,ECM01:990004362840302716,no,"Crimen y castigo: legislación penal, interpretaciones de la criminalidad y administración de justicia, Ciudad de México 1872-1910",1999,,SP,doctoral,,El Colegio de México. Centro de Estudios Históricos,D,PDF,speckman_e_000236312.pdf
,0,0,Y,primary,Gallardo Calva,Dora Sofía Emilia,"xv, 296 ",doctoral,ECM01:990004296870302716,no,Acción colectiva y diplomacia social: movimiento ambientalista frente al Tratado de Libre Comercio de América del Norte,1999,,SP,doctoral,,El Colegio de México. Centro de Estudios Sociológicos,D,PDF,gallardo_dse_000236248.pdf
